item	property	stat	value
upgrade_inhibitor	OutgoingDamagePenaltyPercent	ALL_DAMAGE_MULTIPLIER	-30
upgrade_intensifying_clip	BaseAttackDamagePercent	WEAPON_DAMAGE_INCREASE	
upgrade_intensifying_clip	BaseAttackDamagePercentAtMaxDuration	WEAPON_DAMAGE_INCREASE	45
upgrade_intensifying_clip	BonusClipSizePercent	AMMO_CLIP_SIZE_PERCENT	20
upgrade_juggernaut	BonusHealthRegen	HEALTH_REGEN_PER_SECOND	8
upgrade_juggernaut	BonusMoveSpeed	MOVEMENT_SPEED_MAX	2.5m
upgrade_juggernaut	FireRateSlow	FIRE_RATE_SLOW	40
upgrade_juggernaut	MeleeResistPercent	MELEE_RESIST	25
upgrade_juggernaut	SlowResistancePercent	MOVEMENT_SLOW_RESISTANCE	50
upgrade_kinetic_sash	BonusClipSize	AMMO_CLIP_SIZE	6
upgrade_kinetic_sash	BonusFireRate	FIRE_RATE	25
upgrade_kinetic_sash	Stamina	STAMINA	1
upgrade_kinetic_sash	StaminaCooldownReduction	STAMINA_REGEN_PER_SECOND_PERCENTAGE	12
upgrade_lifestrike_gauntlets	BonusMeleeDamagePercent	MELEE_DAMAGE_INCREASE	12
upgrade_long_range	BonusAttackRangePercent	BONUS_ATTACK_RANGE_PERCENT	8
upgrade_long_range	BonusSprintSpeed	SPRINT_SPEED_BONUS	0.75m
upgrade_long_range	LongRangeBonusWeaponPower	LONG_RANGE_BULLET_DAMAGE_INCREASE	40
upgrade_long_range	LongRangeBonusWeaponPowerMinRange	BONUS_BULLET_DAMAGE_LONG_RANGE_MIN_RANGE	15m
upgrade_long_range_slowing_tech	SlowPercent	MOVEMENT_SPEED_SLOW_PERCENT	20
upgrade_long_range_slowing_tech	TechRadiusMultiplier	TECH_RADIUS_PERCENT	30
upgrade_long_range_slowing_tech	TechRangeMultiplier	TECH_RANGE_PERCENT	30
upgrade_magic_carpet	AirControlPercent	AIR_CONTROL_PERCENT	25
upgrade_magic_carpet	BonusAbilityDurationPercent	BONUS_ABILITY_DURATION_PERCENTAGE	15
upgrade_magic_carpet	BonusHealth	HEALTH_MAX	125
upgrade_magic_carpet	FlyMoveSpeed	MOVEMENT_SPEED_MAX	7m
upgrade_magic_carpet	TechPower	TECH_POWER	14
upgrade_magic_clarity	BonusMovespeed	MOVEMENT_SPEED_MAX	2m
upgrade_magic_missile	BaseAttackDamagePercent	WEAPON_DAMAGE_INCREASE	70
upgrade_magic_missile	BonusFireRate	FIRE_RATE	10
upgrade_magic_missile	BonusMoveSpeed	MOVEMENT_SPEED_MAX	1m
upgrade_magic_missile	MaxHealthLossPercent	HEALTH_MAX_PERCENT	-15
upgrade_magic_missile	WeaponPowerPerKill	BULLET_DAMAGE_INCREASE	10
upgrade_magic_reach	TechRadiusMultiplier	TECH_RADIUS_PERCENT	20
upgrade_magic_reach	TechRangeMultiplier	TECH_RANGE_PERCENT	20
upgrade_magic_shield	CooldownReduction	COOLDOWN_REDUCTION_PERCENTAGE	5
upgrade_magic_shield	OutOfCombatHealthRegen	OUT_OF_COMBAT_HEALTH_REGEN	2
upgrade_magic_shield	TechPower	TECH_POWER	15
upgrade_magic_shield	TechResist	TECH_RESIST	18
upgrade_magic_shock	BonusHealth	HEALTH_MAX	50
upgrade_magic_slow	BonusHealth	HEALTH_MAX	50
upgrade_magic_slow	BonusSprintSpeed	SPRINT_SPEED_BONUS	0.75m
upgrade_magic_slow	GroundDashReductionPercent	MOVEMENT_GROUND_DASH_REDUCTION_PERCENT	-12
upgrade_magic_slow	MovementSpeedSlow	MOVEMENT_SPEED_SLOW_PERCENT	30
upgrade_magic_storm	BonusMoveSpeed	MOVEMENT_SPEED_MAX	1.75m
upgrade_magic_storm	FireRateBonus	FIRE_RATE	20
upgrade_magic_storm	ImbuedTechPower	TECH_POWER	28
upgrade_magic_storm	MoveWhileShootingSpeedPenaltyReductionPercent	MOVEMENT_SPEED_WHILE_SHOOTING_PENALTY_REDUCTION_PERCENT	100
upgrade_magic_storm	MoveWhileZoomedSpeedPenaltyReductionPercent	MOVEMENT_SPEED_WHILE_ZOOMED_PENALTY_REDUCTION_PERCENT	100
upgrade_magic_tempo	CooldownReduction	COOLDOWN_REDUCTION_PERCENTAGE	18
upgrade_magic_vulnerability	TechArmorDamageReduction	TECH_RESIST_REDUCTION	-8
upgrade_magic_vulnerability	TechResist	TECH_RESIST	8
upgrade_medic_bullets	BaseAttackDamagePercent	WEAPON_DAMAGE_INCREASE	6
upgrade_melee_charge	BonusMeleeDamagePercent	MELEE_DAMAGE_INCREASE	10
upgrade_melee_charge	BulletResist	BULLET_ARMOR_DAMAGE_RESIST	6
upgrade_melee_charge	MeleeDistanceScale	MELEE_TRAVEL_DISTANCE_PERCENTAGE	50
upgrade_melee_rebuttal	BonusDamagePercent	ALL_DAMAGE_MULTIPLIER	30
upgrade_melee_rebuttal	BonusHealth	HEALTH_MAX	75
upgrade_melee_rebuttal	MeleeResistPercent	MELEE_RESIST	18
upgrade_melee_rebuttal	ParryCooldownReduction	PARRY_COOLDOWN_REDUCTION_FIXED	1.75
upgrade_metal_skin	ActiveMoveSpeedPenalty	MOVEMENT_SPEED_MAX	-1.5m
upgrade_metal_skin	BulletResist	BULLET_ARMOR_DAMAGE_RESIST	12
upgrade_metal_skin	GroundDashReductionPercent	MOVEMENT_GROUND_DASH_REDUCTION_PERCENT	-20
upgrade_mod_disruptor	TechResist	TECH_RESIST_REDUCTION	-18
upgrade_mystic_regeneration	BonusHealth	HEALTH_MAX	50
upgrade_mystic_reverb	AbilityLifestealPercentHero	TECH_LIFESTEAL	8
upgrade_mystic_reverb	ImbueAbilityLifesteal	TECH_LIFESTEAL	22
upgrade_mystic_reverb	MovementSpeedSlow	MOVEMENT_SPEED_SLOW_PERCENT	40
upgrade_mystic_reverb	TechDamagePercent	TECH_DAMAGE_MULTIPLIER	50
upgrade_mystical_piano	DazeMoveSpeed	MOVE_SPEED_LIMIT	2m
upgrade_nearby_enemy_boost	BaseAttackDamagePercent	WEAPON_DAMAGE_INCREASE	48
upgrade_nearby_enemy_boost	BonusFireRate	FIRE_RATE	30
upgrade_nearby_enemy_boost	BonusHealth	HEALTH_MAX	90
upgrade_nearby_enemy_boost	BonusMoveSpeed	MOVEMENT_SPEED_MAX	1m
upgrade_non_player_bonus	NonPlayerBonusWeaponPower	WEAPON_DAMAGE_TO_NPC_INCREASE	25
upgrade_non_player_bonus	NonPlayerBulletResist	BULLET_RESIST_NON_HERO	25
upgrade_non_player_bonus	OutOfCombatHealthRegen	OUT_OF_COMBAT_HEALTH_REGEN	1
upgrade_non_player_bonus_sacrifice	BaseAttackDamagePercent	WEAPON_DAMAGE_INCREASE	10
upgrade_non_player_bonus_sacrifice	BonusAbilityCharges	BONUS_ABILITY_CHARGES	1
upgrade_non_player_bonus_sacrifice	BonusHealth	HEALTH_MAX	50
upgrade_non_player_bonus_sacrifice	NonPlayerBonusWeaponPower	WEAPON_DAMAGE_TO_NPC_INCREASE	30
upgrade_non_player_bonus_sacrifice	NonPlayerBulletResist	BULLET_RESIST_NON_HERO	30
upgrade_non_player_bonus_sacrifice	OutOfCombatHealthRegen	OUT_OF_COMBAT_HEALTH_REGEN	2
upgrade_non_player_bonus_sacrifice	TechRadiusMultiplier	TECH_RADIUS_PERCENT	12
upgrade_non_player_bonus_sacrifice	TechRangeMultiplier	TECH_RANGE_PERCENT	12
upgrade_nullification_aura	BonusHealth	HEALTH_MAX	300
upgrade_nullification_aura	ChannelMoveSpeed	INVALID	-1
upgrade_nullification_aura	StatusResistancePercent	STATUS_RESISTANCE	40
upgrade_omnicharge_pendant	BonusSpiritForChargedAbilities	TECH_POWER	50
upgrade_omnicharge_pendant	CooldownBetweenChargeReduction	COOLDOWN_BETWEEN_CHARGE_REDUCTION_PERCENTAGE	70
upgrade_omnicharge_pendant	CooldownReductionOnChargedAbilities	COOLDOWN_REDUCTION_PERCENTAGE	30
upgrade_omnicharge_pendant	EnableAbilityCharges	ENABLE_CHARGES	1
upgrade_patrons_blessing	CooldownReduction	COOLDOWN_REDUCTION_PERCENTAGE	40
upgrade_patrons_blessing	TechPower	TECH_POWER	40
upgrade_patrons_blessing	TechRadiusMultiplier	TECH_RADIUS_PERCENT	40
upgrade_patrons_blessing	TechRangeMultiplier	TECH_RANGE_PERCENT	40
upgrade_phantom_strike	BaseAttackDamagePercent	WEAPON_DAMAGE_INCREASE	15
upgrade_phantom_strike	SlowPercent	MOVEMENT_SPEED_SLOW_PERCENT	50
upgrade_phantom_strike	TechPower	TECH_POWER	8
upgrade_predator_precision	BaseAttackDamagePercent	WEAPON_DAMAGE_INCREASE	50
upgrade_predator_precision	BonusFireRate	FIRE_RATE	8
upgrade_prism_blast	FloatMoveSpeed	MOVE_SPEED_LIMIT	2.5m
upgrade_pristine_emblem	BaseAttackDamagePercent	WEAPON_DAMAGE_INCREASE	8
upgrade_pristine_emblem	BaseAttackDamagePercentBonus	WEAPON_DAMAGE_INCREASE	25
upgrade_pristine_emblem	BonusBulletSpeedPercent	BONUS_BULLET_SPEED_PERCENT	60
upgrade_pristine_emblem	TechPower	TECH_POWER	7
upgrade_proc_silence	TechDamageReduction	TECH_DAMAGE_MULTIPLIER	-25
upgrade_proc_silence	TechResist	TECH_RESIST	12
upgrade_quick_silver	BonusFireRate	FIRE_RATE	10
upgrade_rapid_recharge	BonusAbilityCharges	BONUS_ABILITY_CHARGES	2
upgrade_rapid_recharge	BonusSpiritForChargedAbilities	TECH_POWER	14
upgrade_rapid_recharge	CooldownBetweenChargeReduction	COOLDOWN_BETWEEN_CHARGE_REDUCTION_PERCENTAGE	30
upgrade_rapid_recharge	CooldownReductionOnChargedAbilities	COOLDOWN_REDUCTION_PERCENTAGE	14
upgrade_rapid_rounds	BonusFireRate	FIRE_RATE	9
upgrade_rebirth	SpawnTimePenalty	RESPAWN_TIME_ADDITIVE	30
upgrade_rebirth	TechPower	TECH_POWER	12
upgrade_rechargingbullets	BaseAttackDamagePercent	WEAPON_DAMAGE_INCREASE	10
upgrade_rechargingbullets	BonusClipSizePercent	AMMO_CLIP_SIZE_PERCENT	20
upgrade_reduce_debuff_duration	ActiveBonusMoveSpeed	MOVEMENT_SPEED_MAX	2m
upgrade_reduce_debuff_duration	TechResist	TECH_RESIST	10
upgrade_regenerating_bullet_shield	BonusFireRate	FIRE_RATE	7
upgrade_regenerating_bullet_shield	BulletResist	BULLET_ARMOR_DAMAGE_RESIST	18
upgrade_regenerating_bullet_shield	OutOfCombatHealthRegen	OUT_OF_COMBAT_HEALTH_REGEN	3
upgrade_regenerative_armor	BonusHealthRegen	HEALTH_REGEN_PER_SECOND	20
upgrade_reinforcing_casings	BaseAttackDamagePercent	WEAPON_DAMAGE_INCREASE	18
upgrade_reinforcing_casings	BonusClipSizePercent	AMMO_CLIP_SIZE_PERCENT	35
upgrade_reinforcing_casings	BonusHealth	HEALTH_MAX	75
upgrade_reinforcing_casings	BulletResistPerStack	BULLET_ARMOR_DAMAGE_RESIST	2
upgrade_reload_speed	ReloadSpeedMultipler	RELOAD_SPEED	-35
upgrade_rescue_beam	BonusMoveSpeed	MOVEMENT_SPEED_MAX	0m
upgrade_rescue_beam	BonusSprintSpeed	SPRINT_SPEED_BONUS	0.75m
upgrade_rescue_beam	TechRadiusMultiplier	TECH_RADIUS_PERCENT	6
upgrade_rescue_beam	TechRangeMultiplier	TECH_RANGE_PERCENT	6
upgrade_resilience	AbilityLifestealPercentHero	TECH_LIFESTEAL	7
upgrade_resilience	BonusHealth	HEALTH_MAX	25
upgrade_resonant_healing	BonusHealth	HEALTH_MAX	90
upgrade_resonant_healing	BonusMoveSpeed	MOVEMENT_SPEED_MAX	1.75m
upgrade_restorative_locket	TechResist	TECH_RESIST	10
upgrade_return_fire	BulletResist	BULLET_ARMOR_DAMAGE_RESIST	10
upgrade_ricochet	BonusFireRate	FIRE_RATE	18
upgrade_rocket_booster	AirControlPercent	AIR_CONTROL_PERCENT	100
upgrade_rocket_booster	AirControlPercentBarrier	AIR_CONTROL_PERCENT	50
upgrade_rocket_booster	CombatBarrier	BARRIER_HEALTH	200
upgrade_rocket_booster	SlowPercent	MOVEMENT_SPEED_SLOW_PERCENT	40
upgrade_rocket_boots	AirControlPercent	AIR_CONTROL_PERCENT	100
upgrade_rocket_boots	BonusHealth	HEALTH_MAX	50
upgrade_rocket_boots	TechPower	TECH_POWER	8
upgrade_runed_gauntlets	BonusMeleeDamagePercent	MELEE_DAMAGE_INCREASE	30
upgrade_runed_gauntlets	MeleeDistanceScale	MELEE_TRAVEL_DISTANCE_PERCENTAGE	150
upgrade_runed_gauntlets	MeleeResistPercent	MELEE_RESIST	50
upgrade_rupture	BonusHealth	HEALTH_MAX	65
upgrade_rupture	HealAmpReceivePenaltyPercent	HEAL_AMP_RECEIVE_PERCENT	-50
upgrade_rupture	HealAmpRegenPenaltyPercent	HEAL_AMP_REGEN_PERCENT	-50
upgrade_rupture	TechPower	TECH_POWER	8
upgrade_self_bubble	BonusMoveSpeed	MOVEMENT_SPEED_MAX	3m
upgrade_self_bubble	BonusSpirit	TECH_POWER	20
upgrade_self_bubble	FloatMoveSpeed	MOVE_SPEED_LIMIT	2.5m
upgrade_self_bubble	TechResist	TECH_RESIST	30
upgrade_shadow_strike	BonusHealth	HEALTH_MAX	350
upgrade_shadow_strike	Stamina	STAMINA	3
upgrade_sharpshooter	BaseAttackDamagePercent	WEAPON_DAMAGE_INCREASE	10
upgrade_sharpshooter	BonusAttackRangePercent	BONUS_ATTACK_RANGE_PERCENT	20
upgrade_sharpshooter	BonusBulletSpeedPercent	BONUS_BULLET_SPEED_PERCENT	60
upgrade_sharpshooter	BonusMoveSpeed	MOVEMENT_SPEED_MAX	-0.7m
upgrade_sharpshooter	BonusSprintSpeed	SPRINT_SPEED_BONUS	1.0m
upgrade_sharpshooter	BonusZoomPercent	ZOOM_INCREASE_PERCENT	25
upgrade_sharpshooter	LongRangeBonusWeaponPower	LONG_RANGE_BULLET_DAMAGE_INCREASE	60
upgrade_sharpshooter	LongRangeBonusWeaponPowerMinRange	BONUS_BULLET_DAMAGE_LONG_RANGE_MIN_RANGE	15m
upgrade_shivas_bracelet	ImbuedCooldownReduction	COOLDOWN_REDUCTION_PERCENTAGE	50
upgrade_shivas_bracelet	ImbuedTechPower	TECH_POWER	70
upgrade_shrink_ray	BonusFireRate	FIRE_RATE	20
upgrade_shrink_ray	BonusMoveSpeed	MOVEMENT_SPEED_MAX	5.0m
upgrade_silencer	BaseAttackDamagePercent	WEAPON_DAMAGE_INCREASE	20
upgrade_siphon_bullets	BaseAttackDamagePercent	WEAPON_DAMAGE_INCREASE	15
upgrade_siphon_bullets	BulletResist	BULLET_ARMOR_DAMAGE_RESIST	10
upgrade_slowing_bullets	BaseAttackDamagePercent	WEAPON_DAMAGE_INCREASE	15
upgrade_slowing_bullets	GroundDashReductionPercent	MOVEMENT_GROUND_DASH_REDUCTION_PERCENT	-22
upgrade_slowing_bullets	SlowPercent	MOVEMENT_SPEED_SLOW_PERCENT	30
upgrade_slowing_tech	SlowPercent	MOVEMENT_SPEED_SLOW_PERCENT	15
upgrade_small_attack_speed	BonusFireRate	FIRE_RATE	8
upgrade_soaring_spirit	BonusHealth	HEALTH_MAX	75
upgrade_soaring_spirit	BonusSprintSpeed	SPRINT_SPEED_BONUS	1m
upgrade_soaring_spirit	OutOfCombatHealthRegen	OUT_OF_COMBAT_HEALTH_REGEN	1.5
upgrade_soaring_spirit	TechPower	TECH_POWER	18
upgrade_spellbreaker	BonusHealth	HEALTH_MAX	90
upgrade_spellbreaker	StatusResistancePercent	STATUS_RESISTANCE	25
upgrade_spellbreaker	TechResist	TECH_RESIST	18
upgrade_spellshield	SpellShieldFlavorText	TECH_DAMAGE_MULTIPLIER	asdasd
upgrade_spellshield	TechResist	TECH_RESIST	15
upgrade_spellslinger_headshots	AbilityLifestealPercentHero	TECH_DAMAGE_TAKEN_HEALS_ATTACKER	10
upgrade_spellslinger_headshots	BonusHealth	HEALTH_MAX	75
upgrade_spellslinger_headshots	MagicResistReduction	TECH_RESIST_REDUCTION	-7
upgrade_spellslinger_headshots	TechArmorDamageReduction	TECH_RESIST_REDUCTION	-8
upgrade_spirit_bubble	CombatBarrier	BARRIER_HEALTH	300
upgrade_spirit_bubble	OutOfCombatHealthRegen	OUT_OF_COMBAT_HEALTH_REGEN	2.5
upgrade_spirit_bubble	TechResist	TECH_RESIST	18
upgrade_spirit_burn	HealAmpReceivePenaltyPercent	HEAL_AMP_RECEIVE_PERCENT	-70
upgrade_spirit_burn	HealAmpRegenPenaltyPercent	HEAL_AMP_REGEN_PERCENT	-70
upgrade_spirit_burn	TechRadiusMultiplier	TECH_RADIUS_PERCENT	6
upgrade_spirit_burn	TechRangeMultiplier	TECH_RANGE_PERCENT	6
upgrade_spirit_sap	BonusHealth	HEALTH_MAX	50
upgrade_spirit_sap	MagicResistReduction	TECH_RESIST_REDUCTION	-9
upgrade_spirit_sap	TechPowerReduction	TECH_POWER	-30
upgrade_spirit_snatch	BonusHealth	HEALTH_MAX	75
upgrade_spirit_snatch	BonusMeleeDamagePercent	MELEE_DAMAGE_INCREASE	7
upgrade_spirit_snatch	TechArmorDamageReduction	TECH_RESIST_REDUCTION	-12
upgrade_spirit_snatch	TechArmorGain	TECH_RESIST	12
upgrade_spirit_snatch	TechPowerGain	TECH_POWER	25
upgrade_spirit_snatch	TechPowerReduction	TECH_POWER	-25
upgrade_sprint_booster	BonusSprintSpeed	SPRINT_SPEED_BONUS	2.0m
upgrade_sprint_booster	OutOfCombatHealthRegen	OUT_OF_COMBAT_HEALTH_REGEN	2
upgrade_stabilizer	BonusBulletSpeedPercent	BONUS_BULLET_SPEED_PERCENT	30
upgrade_stabilizer	MoveWhileShootingSpeedPenaltyReductionPercent	MOVEMENT_SPEED_WHILE_SHOOTING_PENALTY_REDUCTION_PERCENT	100
upgrade_stabilizer	MoveWhileZoomedSpeedPenaltyReductionPercent	MOVEMENT_SPEED_WHILE_ZOOMED_PENALTY_REDUCTION_PERCENT	100
upgrade_superacolytes_glove	BonusHealth	HEALTH_MAX	75
upgrade_superacolytes_glove	BonusHealthRegen	HEALTH_REGEN_PER_SECOND	1
upgrade_superacolytes_glove	BonusMeleeDamagePercent	MELEE_DAMAGE_INCREASE	30
upgrade_superior_stamina	AirMoveIncreasePercent	AIR_MOVE_DISTANCE_INCREASE_PERCENT	23
upgrade_superior_stamina	Stamina	STAMINA	2
upgrade_superior_stamina	StaminaCooldownReduction	STAMINA_REGEN_PER_SECOND_PERCENTAGE	18
upgrade_suppressor	BulletResist	BULLET_ARMOR_DAMAGE_RESIST	8
upgrade_suppressor	FireRateSlow	FIRE_RATE_SLOW	28
upgrade_suppressor	TechPower	TECH_POWER	6
upgrade_surging_power	ActiveBonusLifesteal	BULLET_LIFESTEAL	70
upgrade_surging_power	BaseAttackDamagePercent	WEAPON_DAMAGE_INCREASE	6
upgrade_surging_power	BonusHealth	HEALTH_MAX	100
upgrade_surging_power	BulletLifestealPercent	BULLET_LIFESTEAL	13
upgrade_surging_power	BulletResist	BULLET_ARMOR_DAMAGE_RESIST	10
upgrade_target_stun	BonusHealth	HEALTH_MAX	75
upgrade_target_stun	TechRadiusMultiplier	TECH_RADIUS_PERCENT	5
upgrade_target_stun	TechRangeMultiplier	TECH_RANGE_PERCENT	5
upgrade_targeted_silence	BonusHealth	HEALTH_MAX	50
upgrade_tech_armor	TechResist	TECH_RESIST	15
upgrade_tech_damage_pulse	BonusHealth	HEALTH_MAX	100
upgrade_tech_damage_pulse	MeleeResistPercent	MELEE_RESIST	18
upgrade_tech_defense_shredders	AbilityLifestealPercentHero	TECH_DAMAGE_TAKEN_HEALS_ATTACKER	10
upgrade_tech_defense_shredders	TechArmorDamageReduction	TECH_RESIST_REDUCTION	-8
upgrade_tech_overflow	AbilityLifestealPercentHero	TECH_LIFESTEAL	13
upgrade_tech_overflow	BonusAbilityDurationPercent	BONUS_ABILITY_DURATION_PERCENTAGE	15
upgrade_tech_overflow	BonusFireRate	FIRE_RATE	32
upgrade_tech_overflow	BonusHealth	HEALTH_MAX	90
upgrade_tech_overflow	BonusSpirit	TECH_POWER	40
upgrade_tech_overflow	TechPower	TECH_POWER	6
upgrade_tech_purge	OutOfCombatHealthRegen	OUT_OF_COMBAT_HEALTH_REGEN	3
upgrade_tech_purge	TechResist	TECH_RESIST	30
upgrade_tech_range	TechRadiusMultiplier	TECH_RADIUS_PERCENT	30
upgrade_tech_range	TechRangeMultiplier	TECH_RANGE_PERCENT	30
upgrade_tech_range	TechResist	TECH_RESIST	10
upgrade_thermal_detonator	BulletArmorReduction	BULLET_AND_MELEE_RESIST_REDUCTION	-7
upgrade_thermal_detonator	SpiritPower	TECH_POWER	10
upgrade_timeless_emblem	BonusAbilityDurationPercent	BONUS_ABILITY_DURATION_PERCENTAGE	50
upgrade_timeless_emblem	CooldownReduction	COOLDOWN_REDUCTION_PERCENTAGE	50
upgrade_timeless_emblem	ItemCooldownReduction	ITEM_COOLDOWN_REDUCTION_PERCENTAGE	50
upgrade_timeless_emblem	TechRadiusMultiplier	TECH_RADIUS_PERCENT	50
upgrade_timeless_emblem	TechRangeMultiplier	TECH_RANGE_PERCENT	50
upgrade_titan_round	BaseAttackDamagePercent	WEAPON_DAMAGE_INCREASE	14
upgrade_titan_round	BonusClipSizePercent	AMMO_CLIP_SIZE_PERCENT	100
upgrade_toughness_3	BonusHealth	HEALTH_MAX	125
upgrade_toughness_3	BonusHealthRegen	HEALTH_REGEN_PER_SECOND	2
upgrade_toxic_bullets	HealAmpReceivePenaltyPercent	HEAL_AMP_RECEIVE_PERCENT	-35
upgrade_toxic_bullets	HealAmpRegenPenaltyPercent	HEAL_AMP_REGEN_PERCENT	-35
upgrade_transcendent_cooldown	CooldownReduction	COOLDOWN_REDUCTION_PERCENTAGE	25
upgrade_transcendent_cooldown	ItemCooldownReduction	ITEM_COOLDOWN_REDUCTION_PERCENTAGE	25
upgrade_transcendent_cooldown	OutOfCombatHealthRegen	OUT_OF_COMBAT_HEALTH_REGEN	4
upgrade_trophy_collector	BonusSprintSpeed	SPRINT_SPEED_BONUS	2.0m
upgrade_trophy_collector	NonPlayerBonusWeaponPower	WEAPON_DAMAGE_TO_NPC_INCREASE	-15
upgrade_trophy_collector	OutOfCombatHealthRegen	OUT_OF_COMBAT_HEALTH_REGEN	2
upgrade_ultimate_burst	BonusHealth	HEALTH_MAX	50
upgrade_ultimate_burst	BonusSprintSpeed	SPRINT_SPEED_BONUS	0.75m
upgrade_ultimate_burst	GroundDashReductionPercent	MOVEMENT_GROUND_DASH_REDUCTION_PERCENT	-12
upgrade_ultimate_burst	MovementSpeedSlow	MOVEMENT_SPEED_SLOW_PERCENT	30
upgrade_ultimate_burst	SlowPercent	MOVEMENT_SPEED_SLOW_PERCENT	80
upgrade_unstable_concoction	BaseAttackDamagePercent	WEAPON_DAMAGE_INCREASE	150
upgrade_unstable_concoction	BonusHealth	HEALTH_MAX	3000
upgrade_unstable_concoction	BonusMoveSpeed	MOVEMENT_SPEED_MAX	10m
upgrade_unstable_concoction	TechPower	TECH_POWER	150
upgrade_unstoppable	BonusHealth	HEALTH_MAX	125
upgrade_unstoppable	StatusResistancePercent	STATUS_RESISTANCE	25
upgrade_vampire	BaseAttackDamagePercent	WEAPON_DAMAGE_INCREASE	6
upgrade_vampire	BonusHealth	HEALTH_MAX	90
upgrade_vampire	BulletLifestealPercent	BULLET_LIFESTEAL	13
upgrade_veil_walker	BonusHealth	HEALTH_MAX	125
upgrade_veil_walker	BonusMoveSpeed	MOVEMENT_SPEED_MAX	3.5m
upgrade_veil_walker	BonusSprintSpeed	SPRINT_SPEED_BONUS	2.0m
upgrade_veil_walker	OutOfCombatHealthRegen	OUT_OF_COMBAT_HEALTH_REGEN	2
upgrade_veil_walker	SpiritPower	TECH_POWER	10
upgrade_vex_barrier	OutOfCombatHealthRegen	OUT_OF_COMBAT_HEALTH_REGEN	1.0
upgrade_vex_barrier	VexBarrierCombatBarrier	BARRIER_HEALTH	325
upgrade_warp_stone	BulletResist	BULLET_ARMOR_DAMAGE_RESIST	30
upgrade_weapon_backstabber	BonusHealth	HEALTH_MAX	50
upgrade_weapon_backstabber	BonusMoveSpeed	MOVEMENT_SPEED_MAX	1.5m
upgrade_weapon_backstabber	BulletResistReduction	BULLET_AND_MELEE_RESIST_REDUCTION	-6
upgrade_weapon_detention_ammo	BonusFireRate	FIRE_RATE	15
upgrade_weapon_detention_ammo	BonusHealth	HEALTH_MAX	100
upgrade_weapon_instant_reload	BonusClipSizePercent	AMMO_CLIP_SIZE_PERCENT	60
upgrade_weapon_shielding	BulletResist	BULLET_ARMOR_DAMAGE_RESIST	18
upgrade_weapon_shielding	CombatBarrier	BARRIER_HEALTH	300
upgrade_weapon_shielding	OutOfCombatHealthRegen	OUT_OF_COMBAT_HEALTH_REGEN	2.5
upgrade_weighted_shots	BaseAttackDamagePercent	WEAPON_DAMAGE_INCREASE	40
upgrade_weighted_shots	BonusMoveSpeed	MOVEMENT_SPEED_MAX	-0.5m
upgrade_weighted_shots	GroundDashReductionPercent	MOVEMENT_GROUND_DASH_REDUCTION_PERCENT	-22
upgrade_weighted_shots	SlowPercent	MOVEMENT_SPEED_SLOW_PERCENT	30
upgrade_weighted_shots	StaminaCooldownReduction	STAMINA_REGEN_PER_SECOND_PERCENTAGE	-14
upgrade_weighted_shots	StatusResistancePercent	STATUS_RESISTANCE	22
upgrade_withering_whip	BonusHealth	HEALTH_MAX	60
upgrade_withering_whip	BonusSprintSpeed	SPRINT_SPEED_BONUS	0.5m
upgrade_withering_whip	BulletArmorReduction	BULLET_AND_MELEE_RESIST_REDUCTION	-8
upgrade_withering_whip	FireRateSlow	FIRE_RATE_SLOW	32
